"lemma","poscode","surface"
"Innovación","3","Innovación","innovacion","innovación","Innovacion"
"Mobile apps","3","Mobile apps","mobile apps","mobile app"
"Servicios de desarrollo de software","3","Servicios de desarrollo de software","software","Software"
"Testing","3","Testing","testing"
"QA (Quality Assurance)","3","QA (Quality Assurance)","QA","qa","quality assurance"
"Digitalización","3","Digitalización","digitalizacion","Digitalizacion"
"Procesamiento de imagen","3","Procesamiento de imagen","procesamiento de imagen"
"Analytics","3","Analytics","analytics"
"Hardware","3","Hardware","hardware","infraestructura"
"IOT","3","IOT","iot","internet of things","internet de las cosas"
"Interactive digital production","3","Interactive digital production"
"Prototyping","3","Prototyping"
"gestión","3","gestión","gestion","Gestion"
"Seguridad","3","Seguridad","seguridad"
