"lemma","poscode","surface"
"Tecnología","3","Tecnología","tecnologia","tecnología","Tecnologia"
"Salud","3","Salud","salud"
"Financiera","3","Financiera","financiera"
"Gobierno","3","Gobierno","gobierno"
"Manufactura","3","Manufactura","manufactura"
"Retail","3","Retail","retail"
"Telecomunicaciones","3","Telecomunicaciones","telecomunicaciones"
"Blockchain","3","Blockchain","blockchain"
